Species	Status	min_age	max_age
Anchisauripus_exsertus	extinct	190.8	201.3
Grallator_(Eubrontes)_divaricatus	extinct	190.8	201.3
Anomoepus_gracillimus	extinct	190.8	201.3
Grallator_cuneatus	extinct	190.8	201.3
Sillimanius_tetradactylus	extinct	190.8	201.3
Steropoides_diversus	extinct	190.8	201.3
Steropoides_infelix	extinct	190.8	201.3
Steropoides_divaricatus	extinct	190.8	201.3
Corvipes_lacertoideus	extinct	190.8	201.3
Harpedactylus_tenuissimus	extinct	190.8	201.3
Eubrontes_sillimani	extinct	199.3	201.3
Anchisauripus_tuberosus	extinct	199.3	201.3
Eubrontes_giganteus	extinct	199.3	201.3
Grallator_(Anchisauripus)_minusculus	extinct	199.3	201.3
Grallator_formosus	extinct	199.3	201.3
Anchisauripus_exsertus	extinct	190.8	201.3
Anchisauripus_tuberosus	extinct	190.8	201.3
Eubrontes_tuberatus	extinct	190.8	201.3
Anchisauripus_tuberosus	extinct	199.3	201.3
Grallator_(Eubrontes)	extinct	190.8	201.3
Grallator_cuneatus	extinct	190.8	201.3
Grallator_formosus	extinct	190.8	201.3
Eubrontes_sillimani	extinct	190.8	201.3
Anchisauripus_exsertus	extinct	190.8	201.3
Anomoepus_gracillimus	extinct	190.8	201.3
Argoides_redfieldii	extinct	190.8	201.3
Polemarchus_gigas	extinct	190.8	201.3
Eubrontes_giganteus	extinct	199.3	201.3
Anchisauripus_exsertus	extinct	199.3	201.3
Steropoides_ingens	extinct	190.8	201.3
Eubrontes_sillimani	extinct	190.8	201.3
Grallator_(Anchisauripus)_hitchcocki	extinct	190.8	201.3
Archaeopteryx_lithographica	extinct	145	150.8
Dinosauria	extinct	145	157.3
Archaeopteryx_lithographica	extinct	145	150.8
Archaeopteryx_lithographica	extinct	145	150.8
Archaeopteryx_lithographica	extinct	145	150.8
Archaeopteryx_lithographica	extinct	145	150.8
Preprismatoolithus_coloradensis	extinct	145	150.8
Preprismatoolithus_coloradensis	extinct	152.1	157.3
Dryosaurus_altus	extinct	152.1	157.3
Dryosaurus	extinct	145	157.3
Sauropoda	extinct	152.1	157.3
Theropoda	extinct	152.1	157.3
Hypacrosaurus_stebingeri	extinct	72.1	83.6
Hypacrosaurus_stebingeri	extinct	72.1	83.6
Hypacrosaurus_stebingeri	extinct	72.1	83.6
Hypacrosaurus_stebingeri	extinct	72.1	83.6
Hypacrosaurus_stebingeri	extinct	72.1	83.6
Hypacrosaurus_stebingeri	extinct	72.1	83.6
Hypacrosaurus_stebingeri	extinct	72.1	83.6
Hypacrosaurus_stebingeri	extinct	70.6	83.5
Hypacrosaurus_stebingeri	extinct	70.6	83.5
Hypacrosaurus_stebingeri	extinct	72.1	83.6
Hypacrosaurus_stebingeri	extinct	72.1	83.6
Brontosaurus_parvus	extinct	145	157.3
Hadrosauridae	extinct	66	72.1
Troodon	extinct	83.6	86.3
Troodon	extinct	83.6	86.3
Maiasaura	extinct	83.6	86.3
Orodromeus	extinct	83.6	86.3
Podicipedidae	extinct	10.3	13.6
Phalacrocoracidae	extinct	10.3	13.6
Phoenicopteridae	extinct	10.3	13.6
Threskiornithinae	extinct	10.3	13.6
Ardea	extinct	10.3	13.6
Ciconiidae	extinct	10.3	13.6
Anserinae	extinct	10.3	13.6
Anatinae	extinct	10.3	13.6
Cathartidae	extinct	10.3	13.6
Pandionidae	extinct	10.3	13.6
Accipitridae	extinct	10.3	13.6
Rallinae	extinct	10.3	13.6
Gruidae	extinct	10.3	13.6
Aramidae	extinct	10.3	13.6
Charadrii	extinct	10.3	13.6
Passeriformes	extinct	10.3	13.6
Hadrosauridae	extinct	66	70.6
Torosaurus_latus	extinct	66	72.1
Jaxartosaurus_aralensis	extinct	83.6	89.8
Bactrosaurus	extinct	83.6	89.8
Jaxartosaurus_aralensis	extinct	83.6	89.8
Aralosaurus_tuberiferus	extinct	70.6	86.3
Theropoda	extinct	70.6	86.3
Therizinosauridae	extinct	70.6	86.3
Dinosauria	extinct	70.6	86.3
Theropoda	extinct	70.6	86.3
Hadrosauridae	extinct	89.3	93.5
Ceratopsidae	extinct	89.3	93.5
Ankylosauria	extinct	89.3	93.5
Hadrosauridae	extinct	89.3	93.5
Dinosauria	extinct	66	100.5
Hadrosauridae	extinct	70.6	86.3
Dinosauria	extinct	66	100.5
Dinosauria	extinct	66	100.5
Hadrosauridae	extinct	72.1	86.3
Carnosauria	extinct	72.1	86.3
Ravatichnus_kotshnevi	extinct	145	174.1
Theropoda	extinct	145	174.1
Coelurosaurichnus_romanovskyi	extinct	145	174.1
Brachylophosaurus_canadensis	extinct	72.1	83.6
Sauropoda	extinct	113	129.4
Titanosauridae	extinct	113	129.4
Tetanurae	extinct	113	129.4
Dromaeosauridae	extinct	113	129.4
Stegosauria	extinct	113	129.4
Hypsilophodontidae	extinct	113	129.4
Hypsilophodontidae	extinct	113	129.4
Psittacosaurus_sibiricus	extinct	113	129.4
Psittacosaurus	extinct	113	129.4
Psittacosaurus	extinct	100.5	125
Paronychodon	extinct	125	132.9
Psittacosaurus	extinct	125	132.9
Hypsilophodontidae	extinct	125	132.9
Stegosauria	extinct	125	132.9
Titanosauriformes	extinct	125	132.9
Ferganasaurus_verzilini	extinct	163.5	166.1
Sauropoda	extinct	163.5	166.1
Ornithischia	extinct	72.1	83.6
Ankylosauria	extinct	112.03	122.46
Tyrannosauripus_pillmorei	extinct	66	72.1
Theropoda	extinct	130	145
Hadrosauridae	extinct	66	70.6
Theropoda	extinct	130	145
Iguanodontoidea	extinct	113	125
Saurolophus_angustirostris	extinct	66	83.5
Ceratopsidae	extinct	66	72.1
Pinacosaurus_grangeri	extinct	70.6	83.5
Protoceratops_andrewsi	extinct	70.6	83.5
Ornithomimidae	extinct	70.6	83.5
Ankylosauria	extinct	89.8	100.5
Macronaria	extinct	109	122.46
Theropoda	extinct	109	122.46
Deinonychus	extinct	109	122.46
Aves	extinct	109	122.46
Deinonychus_antirrhopus	extinct	109	122.46
Tenontosaurus	extinct	109	122.46
Spheroolithus_albertensis	extinct	72.1	83.6
Continuoolithus_canadensis	extinct	70.6	83.5
Prismatoolithus_levis	extinct	72.1	83.6
Prismatoolithus_levis	extinct	70.6	83.5
Continuoolithus_canadensis	extinct	70.6	83.5
Prismatoolithus_levis	extinct	70.6	83.5
Pelagornithidae	extinct	3	3.6
Puffinus	extinct	3	3.6
Procellariiformes	extinct	3	3.6
Aves	extinct	3	3.6
Dinosauria	extinct	129.4	132.9
Sauropoda	extinct	109	125
Tyrannosauridae	extinct	66	70.6
Dromaeosauridae	extinct	66	70.6
Ceratopsidae	extinct	66	70.6
Dinosauria	extinct	100.5	113
Tyrannosauridae	extinct	66	70.6
Dromaeosauridae	extinct	66	70.6
Edmontosaurus_annectens	extinct	66	70.6
Hadrosauridae	extinct	66	70.6
Ankylosauria	extinct	66	70.6
Ceratopsidae	extinct	66	70.6
Ovaloolithidae	extinct	125	129.4
Dinosauria	extinct	93.9	125
Dinosauria	extinct	93.9	125
Dinosauria	extinct	93.9	125
Dinosauria	extinct	93.9	125
Dinosauria	extinct	93.9	125
Dinosauria	extinct	93.9	125
Dinosauria	extinct	93.9	125
Dinosauria	extinct	93.9	125
Dinosauria	extinct	93.9	125
Dinosauria	extinct	93.9	125
Dinosauria	extinct	93.9	125
Dinosauria	extinct	93.9	125
Dinosauria	extinct	93.9	125
Dinosauria	extinct	93.9	125
Dinosauria	extinct	93.9	125
Dinosauria	extinct	93.9	125
Dinosauria	extinct	93.9	125
Dinosauria	extinct	93.9	125
Dinosauria	extinct	93.9	125
Dinosauria	extinct	93.9	125
Dinosauria	extinct	93.9	125
Dinosauria	extinct	93.9	125
Dinosauria	extinct	93.9	125
Dinosauria	extinct	93.9	125
Dinosauria	extinct	93.9	125
Dinosauria	extinct	93.9	125
Dinosauria	extinct	93.9	125
Dinosauria	extinct	93.9	125
Dinosauria	extinct	93.9	125
Dinosauria	extinct	93.9	125
Dinosauria	extinct	93.9	125
Dinosauria	extinct	93.9	125
Dinosauria	extinct	93.9	125
Dinosauria	extinct	93.9	125
Dinosauria	extinct	93.9	125
Dinosauria	extinct	93.9	125
Dinosauria	extinct	93.9	125
Titanosauriformes	extinct	125	132.9
Dinosauria	extinct	100.5	113
Sauropoda	extinct	125	132.9
Ankylosauria	extinct	100.5	113
Dinosauria	extinct	100.5	113
Dinosauria	extinct	100.5	113
Tenontosaurus	extinct	100.5	113
Dinosauria	extinct	100.5	113
Ornithopoda	extinct	100.5	113
Dinosauria	extinct	100.5	113
Dinosauria	extinct	100.5	113
Panoplosaurus	extinct	70.6	83.5
Albertosaurus	extinct	70.6	83.5
Troodon	extinct	70.6	83.5
Theropoda	extinct	70.6	83.5
Edmontonia	extinct	70.6	83.5
Ankylosauridae	extinct	70.6	83.5
Stegoceras	extinct	70.6	83.5
Thescelosauridae	extinct	70.6	83.5
Ceratopsidae	extinct	70.6	83.5
Hadrosauridae	extinct	70.6	83.5
Triceratops	extinct	66	70.6
Theropoda	extinct	66	70.6
Dinosauria	extinct	100.5	113
Dinosauria	extinct	100.5	113
Dinosauria	extinct	66	70.6
Megaloolithus_siruguei	extinct	66	72.1
Hypselosaurus	extinct	66	72.1
Megaloolithus_siruguei	extinct	66	70.6
Hypselosaurus	extinct	66	72.1
Hypselosaurus	extinct	66	72.1
Hadrosauridae	extinct	70.6	85.8
Alaskacephale_gangloffi	extinct	70.6	83.5
Theropoda	extinct	164.7	167.7
Titanosauriformes	extinct	164.7	167.7
Sauropoda	extinct	164.7	167.7
Aves	extinct	50.3	55.8
Pinacosaurus_grangeri	extinct	72.1	83.6
Sphaerotholus_goodwini	extinct	70.6	83.5
Sphaerotholus_goodwini	extinct	70.6	83.5
Sphaerotholus_buchholtzae	extinct	66	72.1
Pachycephalosauridae	extinct	70.6	83.5
Diplodocoidea	extinct	164.7	167.7
Cetiosaurus_oxoniensis	extinct	164.7	167.7
Sauropoda	extinct	168.3	170.3
Sauropoda	extinct	168.3	170.3
Sauropoda	extinct	152.1	157.3
Sauropoda	extinct	152.1	157.3
Sauropoda	extinct	168.3	170.3
Sauropoda	extinct	161.2	164.7
Sauropoda	extinct	100.5	113
Aves	extinct	11.1	12.75
Aves	extinct	11.1	12.75
Tienshanosaurus	extinct	157.3	163.5
Mamenchisaurus_hochuanensis	extinct	157.3	163.5
Omeisaurus	extinct	163.5	174.1
Sauropoda	extinct	168.3	174.1
Bellusaurus_sui	extinct	163.5	166.1
Omeisaurus_junghsiensis	extinct	163.5	174.1
Sauropoda	extinct	163.5	174.1
Mantellisaurus_atherfieldensis	extinct	130	136.4
Iguanodon_bernissartensis	extinct	125.45	130
Mantellisaurus_atherfieldensis	extinct	125.45	130
Iguanodon_bernissartensis	extinct	125.45	130
Iguanodon_bernissartensis	extinct	122.46	125.45
Cetiosauriscus_stewarti	extinct	161.2	164.7
Eusauropoda	extinct	122.46	136.4
Titanosauriformes	extinct	122.46	136.4
Sauropoda	extinct	170.3	199.3
Dinosauria	extinct	125	132.9
Dinosauria	extinct	125	129.4
Leptoceratops	extinct	66	70.6
Navahopus_falcipollex	extinct	174.1	190.8
Plateosaurus	extinct	201.3	208.5
Ornithopoda	extinct	161.2	164.7
Megaloolithus_siruguei	extinct	66	72.1
Probactrosaurus_gobiensis	extinct	100.5	129.4
Probactrosaurus_gobiensis	extinct	100.5	129.4
Baryonychinae	extinct	125.45	136.4
Baryonychinae	extinct	125.45	136.4
Galvesaurus_herreroi	extinct	145	150.8
Polacanthus_foxii	extinct	122.46	136.4
Hadrosauridae	extinct	70.6	83.5
Hadrosauroidea	extinct	70.6	86.3
Parasaurolophus	extinct	70.6	83.5
Parasaurolophus	extinct	70.6	83.5
Sauropoda	extinct	145	152.1
Parabrontopodus	extinct	145	152.1
Parabrontopodus	extinct	145	152.1
Sauropoda	extinct	145	152.1
Sauropoda	extinct	145	152.1
Theropoda	extinct	66	83.5
Theropoda	extinct	66	72.1
Hadrosauridae	extinct	66	72.1
Iguanodontipus	extinct	140.2	145
Allosauridae	extinct	140.2	145
Caenagnathidae	extinct	66	72.1
Theropoda	extinct	66	83.5
Rhabdodon_priscus	extinct	66	83.5
Struthiosaurus	extinct	66	83.5
Lirainosaurus_astibiae	extinct	66	83.5
Hadrosauridae	extinct	70.6	86.3
Hypsilophodontidae	extinct	125.45	136.4
Iguanodontoidea	extinct	125.45	136.4
Hadrosauridae	extinct	125.45	136.4
Polacanthidae	extinct	125.45	136.4
Somphospondyli	extinct	125.45	136.4
Theropoda	extinct	125.45	136.4
Baryonychinae	extinct	125.45	136.4
Coelurosauria	extinct	125.45	136.4
Tetanurae	extinct	125.45	136.4
Dromaeosauridae	extinct	125.45	136.4
Avialae	extinct	125.45	136.4
Elongatoolithidae	extinct	125.45	136.4
Theropoda	extinct	66	72.1
Erectopus_superbus	extinct	109	112.03
Dromornithidae	extinct	11.608	15.97
Polacanthus_foxii	extinct	99.6	105.3
Megalosaurus	extinct	145	150.8
Theropoda	extinct	145	152.1
Theropoda	extinct	66	70.6
Ceratopsia	extinct	66	70.6
Ankylosauria	extinct	66	70.6
Stegoceras_validum	extinct	70.6	83.5
Allosaurus_fragilis	extinct	145	150.8
Camarasaurus_lentus	extinct	145	150.8
Uteodon_aphanoecetes	extinct	145	150.8
Kritosaurus_navajovius	extinct	70.6	83.5
Ceratopsidae	extinct	70.6	83.5
Pentaceratops_sternbergii	extinct	70.6	83.5
Hypacrosaurus_stebingeri	extinct	72.1	83.6
Cerasinops_hodgskissi	extinct	72.1	83.6
Cerasinops_hodgskissi	extinct	72.1	83.6
Lambeosaurinae	extinct	70.6	83.5
Nanotyrannus_lancensis	extinct	66	72.1
Grallator_ssatoi	extinct	113	125
Abelisauridae	extinct	66	70.6
Lambeosaurinae	extinct	66	70.6
Theropoda	extinct	66	70.6
Phuwiangosaurus_sirindhornae	extinct	113	129.4
Coelophysis	extinct	208.5	228
Coelophysis	extinct	208.5	228
Coelophysis	extinct	208.5	228
Coelophysis	extinct	208.5	228
Coelophysis	extinct	208.5	228
Coelophysis	extinct	208.5	228
Coelophysis	extinct	208.5	228
Coelophysis	extinct	208.5	228
Labocania_anomala	extinct	70.6	86.3
Hadrosauridae	extinct	70.6	86.3
Thescelosaurus_neglectus	extinct	66	70.6
Thescelosaurus_neglectus	extinct	66	72.1
Theropoda	extinct	72.1	83.6
Sauropoda	extinct	72.1	83.6
Theropoda	extinct	72.1	83.6
Sauropoda	extinct	72.1	83.6
Sauropoda	extinct	99.6	109
Theropoda	extinct	99.6	109
Nemegtomaia_barsboldi	extinct	66	72.1
Hadrosauridae	extinct	70.6	83.5
Hadrosauridae	extinct	70.6	83.5
Tyrannosauridae	extinct	66	72.1
Alamosaurus_sanjuanensis	extinct	66	72.1
Nodocephalosaurus_kirtlandensis	extinct	70.6	83.5
Dromaeosaurus	extinct	66	70.6
Tyrannosaurus_rex	extinct	66	70.6
Theropoda	extinct	66	70.6
Triceratops	extinct	66	70.6
Triceratops	extinct	66	70.6
Hadrosaurinae	extinct	66	70.6
Pachycephalosauridae	extinct	66	70.6
Aves	extinct	66	70.6
Hadrosaurinae	extinct	70.6	85.8
Hadrosaurinae	extinct	70.6	85.8
Albertosaurus	extinct	70.6	85.8
Hadrosaurinae	extinct	70.6	85.8
Hadrosaurinae	extinct	72.1	83.6
Ornithomimidae	extinct	72.1	83.6
Caririchnium_leonardii	extinct	100.5	113
Sphenisciformes	extinct	27.3	34.3
Caririchnium_leonardii	extinct	100.5	113
Anchisauripus_milfordensis	extinct	208.5	228
Grallator_(Eubrontes)	extinct	208.5	228
Grallator_(Eubrontes)	extinct	208.5	228
Coelophysis_bauri	extinct	208.5	228
Coelophysis_bauri	extinct	208.5	228
Edmontosaurus_annectens	extinct	66	72.1
Triceratops	extinct	66	72.1
Edmontosaurus_annectens	extinct	66	72.1
Triceratops	extinct	66	72.1
Anomoepus_intermedius	extinct	190.8	201.3
Grallator_(Anchisauripus)_minusculus	extinct	190.8	201.3
Eubrontes_sillimani	extinct	190.8	201.3
Anchisauripus_tuberosus	extinct	190.8	201.3
Grallator_(Eubrontes)_divaricatus	extinct	190.8	201.3
Otozoum_moodii	extinct	190.8	201.3
Eubrontes_cursorius	extinct	190.8	201.3
Grallator_tenuis	extinct	190.8	201.3
Argoides_minimus	extinct	190.8	201.3
Steropoides_elegans	extinct	190.8	201.3
Sauropus_barrattii	extinct	190.8	201.3
Heyuannia_huangi	extinct	66	72.1
Theropoda	extinct	93.9	100.5
Iguanodontidae	extinct	93.9	100.5
Caririchnium_leonardii	extinct	100.5	113
Dinosauria	extinct	145	157.3
Caririchnium_leonardii	extinct	99.6	105.3
Caririchnium_leonardii	extinct	100.5	113
Caririchnium_leonardii	extinct	100.5	113
Caririchnium_leonardii	extinct	100.5	113
Caririchnium_leonardii	extinct	100.5	113
Caririchnium	extinct	100.5	113
Caririchnium	extinct	100.5	113
Caririchnium	extinct	100.5	113
Caririchnium	extinct	100.5	113
Meleagris	extinct	1.8	4.9
Dinosauria	extinct	145	157.3
Meleagris	extinct	0.3	1.8
Anserinae	extinct	0.3	1.8
Anas_crecca	extinct	0.3	1.8
Anas	extinct	0.3	1.8
Tympanuchus	extinct	0.3	1.8
Scolopacidae	extinct	0.3	1.8
Turdinae	extinct	0.3	1.8
Aves	extinct	0.3	1.8
Dinosauria	extinct	130	145
Iguanodontidae	extinct	130	145
Sauropoda	extinct	145	150.8
Meleagris_gallopavo	extinct	0.3	1.8
Colinus_virginianus	extinct	0.3	1.8
Sauropoda	extinct	145	150.8
Sauropoda	extinct	150.8	155.7
Podilymbus_podiceps	extinct	0.012	0.3
Anhinga_anhinga	extinct	0.012	0.3
Anas	extinct	0.012	0.3
Aythya_collaris	extinct	0.012	0.3
Rallus_elegans	extinct	0.012	0.3
Rallus_limicola	extinct	0.012	0.3
Rallus_longirostris	extinct	0.012	0.3
Passeriformes	extinct	0.012	0.3
Stegosauridae	extinct	150.8	155.7
Allosauridae	extinct	155.7	161.2
Dromaeosauridae	extinct	122.46	130
Aves	extinct	0.3	1.8
Sauropoda	extinct	72.1	83.6
Aves	extinct	72.1	83.6
Sauropoda	extinct	72.1	83.6
Aves	extinct	72.1	83.6
Sauropoda	extinct	72.1	83.6
Brontopodus	extinct	145	152.1
Theropoda	extinct	145	152.1
Theropoda	extinct	100.5	163.5
Stokesosaurus_clevelandi	extinct	152.1	157.3
Hadrosauridae	extinct	70.6	83.5
Ceratopsia	extinct	70.6	83.5
Carnosauria	extinct	70.6	83.5
Deinonychus	extinct	100.5	113
Microvenator	extinct	100.5	113
Sauropoda	extinct	100.5	113
Sauropelta	extinct	100.5	113
Hypsilophodontidae	extinct	100.5	113
Dinosauria	extinct	100.5	113
Ornithomimidae	extinct	66	72.1
Maniraptora	extinct	66	72.1
Hadrosauridae	extinct	66	70.6
Procellariiformes	extinct	38	41.3
Procellariiformes	extinct	33.9	38
Iguanodontia	extinct	99.6	109
Protoceratops	extinct	66	100.5
Therizinosauridae	extinct	83.6	100.5
Sauropoda	extinct	83.6	100.5
Protoceratops_andrewsi	extinct	70.6	83.5
Gallimimus	extinct	66	72.1
Saurolophus	extinct	66	72.1
Tarbosaurus	extinct	66	72.1
Sauropoda	extinct	66	72.1
Oviraptoridae	extinct	66	72.1
Elongatoolithidae	extinct	66	72.1
Nedcolbertia_justinhoffmanni	extinct	125	129.4
Iguanodontidae	extinct	125	129.4
Ankylopollexia	extinct	164.7	171.6
Allosauridae	extinct	164.7	171.6
Theropoda	extinct	66	70.6
Grallator_(Eubrontes)	extinct	208.5	228
Anomoepodidae	extinct	208.5	228
Pseudotetrasauropus	extinct	208.5	228
Prosauropoda	extinct	208.5	228
Grallator_(Eubrontes)	extinct	199.3	201.3
Grallator_(Eubrontes)	extinct	199.3	201.3
Grallator_(Eubrontes)	extinct	199.3	201.3
Megaraptor_namunhuaiquii	extinct	85.8	93.5
Montanoceratops_cerorhynchus	extinct	66	70.6
Montanoceratops_cerorhynchus	extinct	66	70.6
Eubrontes_giganteus	extinct	190.8	201.3
Titanosauridae	extinct	66	72.1
Titanosauridae	extinct	66	72.1
Titanosauridae	extinct	66	72.1
Titanosauridae	extinct	66	72.1
Unenlagia_comahuensis	extinct	85.8	93.5
Carnosauria	extinct	100.5	163.5
Dromaeosauridae	extinct	70.6	83.5
Theropoda	extinct	100.5	113
Ornithopoda	extinct	100.5	113
Oviraptorosauria	extinct	66	70.6
Triceratops	extinct	66	70.6
Tyrannosaurus_rex	extinct	66	70.6
Theropoda	extinct	66	70.6
Alamosaurus	extinct	66	70.6
Sauropoda	extinct	66	70.6
Ceratopsidae	extinct	66	70.6
Ceratopsidae	extinct	66	70.6
Ankylosauria	extinct	66	70.6
Ornithischia	extinct	174.1	201.3
Parasaurolophus_tubicen	extinct	70.6	83.5
Hadrosaurinae	extinct	70.6	83.5
Sauropoda	extinct	145	163.5
Torvosaurus	extinct	145	163.5
Iguanodontidae	extinct	145	163.5
Theropoda	extinct	66	100.5
Coelurosauria	extinct	66	70.6
Grallator_ssatoi	extinct	132.9	150.8
Theropoda	extinct	125	132.9
Theropoda	extinct	86.3	100.5
Coelurosaurichnus_grancieri	extinct	228	237
Ceratopsidae	extinct	70.6	83.5
Hadrosauridae	extinct	70.6	83.5
Ankylosauridae	extinct	70.6	83.5
Ornithomimidae	extinct	70.6	83.5
Neoceratosauria	extinct	166.1	168.3
Neoceratosauria	extinct	166.1	168.3
Theropoda	extinct	166.1	168.3
Coelurosauria	extinct	166.1	168.3
Thyreophora	extinct	125.45	136.4
Iguanodontoidea	extinct	125.45	136.4
Hypsilophodon	extinct	122.46	130
Iguanodontoidea	extinct	122.46	130
Stegosauria	extinct	122.46	130
Sauropoda	extinct	122.46	130
Titanosauriformes	extinct	122.46	130
Theropoda	extinct	122.46	130
Coelurosauria	extinct	122.46	130
Baryonychinae	extinct	122.46	130
Ornithopoda	extinct	122.46	130
Stormbergia_dangershoeki	extinct	190.8	201.3
Plateosaurus	extinct	201.3	208.5
Lambeosaurinae	extinct	66	70.6
Lambeosaurinae	extinct	72.1	83.6
Theropoda	extinct	161.2	164.7
Theropoda	extinct	66	72.1
Hadrosaurinae	extinct	66	72.1
Ceratopsia	extinct	66	72.1
Hadrosauridae	extinct	70.6	83.5
Iguanodontia	extinct	99.6	109
Camarasaurus	extinct	145	155.7
Stegosaurus	extinct	145	155.7
Theropoda	extinct	145	155.7
Maniraptoriformes	extinct	139.8	145
Maniraptora	extinct	139.8	145
Velociraptorinae	extinct	139.8	145
Barosaurus	extinct	152.1	157.3
Allosaurus	extinct	145	157.3
Asylosaurus_yalensis	extinct	201.3	208.5
Anchisauria	extinct	201.3	208.5
Hadrosauridae	extinct	66	100.5
Grallator_(Eubrontes)	extinct	199.3	201.3
Grallator_(Eubrontes)	extinct	199.3	201.3
Grallator_(Eubrontes)	extinct	199.3	201.3
Anomoepus	extinct	199.3	201.3
Tyrannosauridae	extinct	70.6	83.5
Ornithopoda	extinct	145	157.3
Theropoda	extinct	145	157.3
Peloroplites_cedrimontanus	extinct	109	122.46
Brachiosauridae	extinct	109	122.46
Iguanodontidae	extinct	109	122.46
Brachiosauridae	extinct	109	122.46
Erectopus_superbus	extinct	109	112.03
Erectopus_superbus	extinct	100.5	113
Erectopus_superbus	extinct	100.5	113
Ceratosauria	extinct	66	70.6
Ornithischia	extinct	190.8	201.3
Stormbergia	extinct	190.8	201.3
Fabrosauridae	extinct	190.8	201.3
Stormbergia_dangershoeki	extinct	190.8	201.3
Stormbergia_dangershoeki	extinct	190.8	201.3
Ornithischia	extinct	190.8	201.3
Sauropodomorpha	extinct	190.8	201.3
Ornithischia	extinct	190.8	201.3
Lesothosaurus	extinct	190.8	201.3
Lesothosaurus	extinct	190.8	201.3
Massospondylus	extinct	190.8	201.3
Hesperosaurus_mjosi	extinct	152.1	157.3
Marshosaurus_bicentesimus	extinct	145	157.3
Mapusaurus_roseae	extinct	89.8	99.6
Centrosaurus_apertus	extinct	70.6	83.5
Tyrannosauridae	extinct	70.6	83.5
Hadrosauridae	extinct	70.6	83.5
Triceratops	extinct	66	72.1
Triceratops	extinct	66	72.1
Triceratops	extinct	66	72.1
Piveteausaurus	extinct	161.2	164.7
Thescelosaurus	extinct	66	70.6
Saurolophus_morrisi	extinct	66	70.6
Saurolophus_morrisi	extinct	66	70.6
Hadrosauridae	extinct	66	72.1
Hadrosauridae	extinct	70.6	83.5
Hadrosauridae	extinct	72.1	83.6
Lesothosaurus	extinct	190.8	201.3
Albertosaurus_sarcophagus	extinct	66	70.6
Tyrannosauridae	extinct	66	70.6
Buitreraptor_gonzalezorum	extinct	93.5	99.6
Somphospondyli	extinct	125.45	136.4
Prosauropoda	extinct	208.5	228
Theropoda	extinct	208.5	228
Theropoda	extinct	208.5	228
Magnapaulia_laticaudus	extinct	70.6	83.5
Edmontosaurus_annectens	extinct	66	72.1
Rhabdodon_priscus	extinct	66	70.6
Hypselosaurus	extinct	66	72.1
Tsagantegia_longicranialis	extinct	89.8	100.5
Megaloolithus_baghensis	extinct	66	70.6
Lambeosaurinae	extinct	72.1	83.6
Tyrannosauroidea	extinct	166.1	168.3
Theropoda	extinct	166.1	168.3
Neoceratosauria	extinct	166.1	168.3
Theropoda	extinct	166.1	168.3
Coelurosauria	extinct	166.1	168.3
Tyrannosauroidea	extinct	166.1	168.3
Gryposaurus_notabilis	extinct	70.6	83.5
Theropoda	extinct	139.8	145
Edmontonia_longiceps	extinct	66	72.1
Hadrosauridae	extinct	66	72.1
Iguanodontidae	extinct	139.8	145
Dinosauria	extinct	139.8	145
Titanosauriformes	extinct	139.8	145
Anchisauripus_milfordensis	extinct	208.5	228
